MSISDN_ENCR_INT,DATA_DAYS,MBB_USAGE_DROP_1,VOICE_TOTAL_REV_L30,VOICE_USAGE_DROP_1,TOTAL_REVENUE_DROP_1,ACTIVE_DATA_USER,REFILL_DROP_1,MBB_TOTAL_REV_L30,MBB_TOTAL_USAGE_L30,VOICE_USAGE_L30,LAST_BALANCE,TOTAL_REVENUE_DROP_2,AON,LM_ARPU
539089528,1,28371.04888626063,0.3392,85.15447891657078,977.782343663035,0.008259,-1.0,0.0,26131.296055543768,23.11987,85.4186,337.89653431251935,6,194.96773
999233878,30,-1.0,5.2224,-1.0,505.2518107118681,0.0,1.67858068,1.3145,6109.149672076798,146.56434,-6.0758,-1.0,177,0.0
285634843,3,33002.97163989432,11.0634,3.5917169626035146,-1.0,0.013069,-1.0,0.0,147.8886518440633,25.07731,6.8353,259.453637142103,6,62.89751
10925017,28,-1.0,1.3055,120.69906891292405,-1.0,0.0,6.46892193,0.0,13536.08887124005,145.00976,17.5885,38.56728829093943,21,0.0
647113297,11,-1.0,8.7356,13.092539874399849,-1.0,0.510064,-0.59479784,17.1776,44.3584542613864,6.18273,-7.1159,-1.0,24,12.29184
741492005,30,14422.90804478135,5.1352,52.193791291763354,1109.8808053310388,0.005293,0.81594765,560.6237,0.0,23.7566,-12.3794,-1.0,22,0.0
211700814,30,-1.0,0.0,-1.0,-1.0,0.0,-1.0,373.6091,0.0,10.98289,6.0196,-1.0,8,21.7384
84145846,30,35465.12378276624,6.383,-1.0,1162.0952902086096,0.0,-0.99445295,26.5484,14877.001183082633,0.0,9.4071,-1.0,16,62.60526
324523744,30,39733.41729316734,8.4997,0.7856028444705948,-1.0,0.335158,264.15143748,8.9857,2307.880399989159,94.17796,3.2282,-1.0,16,225.15156
306145465,20,-1.0,7.3137,7.722876145450625,-1.0,0.007022,-1.0,0.0,22065.57528659837,28.72868,9.25,66.97646402368349,6,542.39566
270951786,1,40193.90994460717,0.0,9.788257535398285,-1.0,0.008226,5.05666251,23.1393,190.3412473133146,15.10555,8.682,-1.0,46,15.00619
892967095,30,7024.063026229298,967.1978,8.451155747033493,441.49773595549857,0.0,0.32328157,0.0,10105.376598955054,0.0,7.5052,1008.4803857227608,16,0.0
817974523,30,-1.0,8.7282,-1.0,-1.0,0.029597,-1.0,0.0,8700.744735881655,257.83593,9.2687,-1.0,49,3.11901
559624464,20,-1.0,4.816,-0.7286196681888746,-1.0,0.007918,5.10787652,0.0,4417.077599364525,521.60768,7.3744,272.7130677797066,16,19.27282
952404825,30,-1.0,0.5027,71.88718717572776,286.7877224271536,0.145711,4.03344373,19.3676,0.0,8.49631,9.6941,-1.0,57,495.69027
266871157,25,27107.99952038646,0.0,9.593129780778831,-1.0,0.84442,-0.33908485,0.0,0.0,97.35688,40.9863,-1.0,12,144.81839
644319185,5,-1.0,11.045,-1.0,-1.0,0.0,-1.0,4.4057,5588.02880666702,66.05458,112.0298,730.3305309599649,14,711.87137
149121384,30,-1.0,9.7056,3.773812437383218,1091.6707319530005,0.0,4.96586547,0.0,8295.8330351751,23.68903,18.037,-1.0,40,231.84049
437069980,8,-1.0,7.4852,10.839667880250682,-1.0,0.922871,-1.0,0.0,28101.19666461968,34.57427,-9.1074,59.45096179322893,54,250.13392
283100069,26,-1.0,3.9037,68.32095021770594,-1.0,0.339396,1.87228618,0.0,0.0,320.12557,-5.4999,420.45407996950826,289,0.0
444623737,16,-1.0,7.8426,-0.7048919067420591,925.0041330732781,0.492472,3.71459858,0.0,0.0,45.45533,4.4697,-1.0,69,0.0
338276517,3,-1.0,6.1314,2.837395178927133,623.7793385042478,0.729894,-1.0,231.19,0.0,93.8311,-8.8335,-1.0,18,20.30966
481404085,8,31877.212094934355,0.0,3.985285952967665,-1.0,0.014743,-1.0,0.0,497.0520073460975,0.0,-8.2978,-1.0,139,337.26456
503997302,13,6056.828017074619,47.0958,-1.0,115.4868239091407,0.895382,-1.0,27.6467,305.09434056178395,15.48753,3.9669,-1.0,7,216.92803
290018297,30,-1.0,8.218,6.258201870566197,-1.0,0.035378,-1.0,0.0,0.0,1.6485,-11.6569,367.8361261650657,6,0.0
556238958,24,-1.0,0.0,3.6728125350249807,756.2222089647113,0.419396,-0.9560084,14.7017,0.0,40.34024,0.1717,21.744427455443738,19,0.0
381198473,4,21162.118750903024,0.0,16.5435877423032,557.5003664277915,0.634725,2.53025556,15.7089,741.1461173544078,24.77452,52.7943,723.0036002833805,16,359.19773
481073900,30,-1.0,8.0682,-1.0,621.2039441402981,0.0,3.83396417,254.2319,888.8200326440619,46.93401,-0.921,-1.0,10,0.0
214778825,30,29958.67235942744,0.0,-1.0,-1.0,0.304485,-1.0,0.9849,5258.249280119475,0.0,-14.7027,372.81342973986307,40,124.37318
951400474,15,15875.232210268963,0.0,-1.0,-1.0,0.783857,3.48268492,0.0,4743.173431281261,98.0269,11.6341,-1.0,6,0.0
669397689,15,20982.235961759183,0.0,2.2705452182640187,-1.0,0.0,1.55843289,27.4238,1992.2228752854298,100.815,1.0268,-1.0,289,633.74505
654612342,21,29715.72473707607,0.0,-1.0,474.63819222289834,0.370072,-1.0,0.0,2044.3815424361906,82.18816,18.0136,-1.0,289,496.05854
522351058,26,30187.46556415888,4.047,17.598146400384255,-1.0,0.025175,-1.0,25.1939,5229.978340814499,182.47003,2.3109,612.0491013919498,19,1176.8503
861940229,27,6274.96873311452,4.2652,-1.0,-1.0,0.031731,-1.0,953.2158,0.0,247.5778,-2.7786,-1.0,6,28.19918
679170773,26,-1.0,10.4566,66.06232896771158,-1.0,0.824888,3.09676534,32.8036,311.6083180556543,19.34279,-8.1547,-1.0,45,208.81525
127363700,16,-1.0,117.9231,14.061301284812314,-1.0,0.022865,3.95679431,425.3759,9779.942474762845,402.29445,2.6877,165.5020859949791,43,20.57749
642549163,28,24122.87206780092,91.0971,58.92668232724639,715.1557926499829,0.478015,5.36168034,2.3448,0.0,0.0,18.1146,-1.0,14,39.26074
450928273,19,19824.40429160303,7.9179,-1.0,-1.0,0.0,-0.10227619,2.2727,49.8922676448842,114.70561,15.167,-1.0,68,14.37124
363121903,1,17526.377608898976,0.0,3.26129099310194,-1.0,0.649436,2.01256325,0.0,24733.29775427514,100.91734,11.7558,-1.0,24,248.53419
529907008,20,7871.5776980472,13.8826,-1.0,888.0044661766402,0.921193,2.79186685,0.0,8.281341293471492,16.57097,17.6145,-1.0,12,250.7235
296681146,15,4838.689895608561,0.0,10.96383044890546,-1.0,0.429167,130.79232618,0.0,0.0,39.8147,-70.1374,601.4738647863629,31,0.0
296573252,30,-1.0,5.8895,6.337886855870911,-1.0,0.597679,-1.0,0.0,0.0,33.89677,1.5284,-1.0,96,690.10597
358590224,18,18312.71063671811,11.7413,34.59910187612767,983.0811487482808,0.035773,7.78264579,26.649,222.00622313040935,46.01696,-2.0386,-1.0,9,0.0
729445846,30,-1.0,12.213,-1.0,588.1819460857135,0.020788,-1.0,0.0,0.0,15.34097,10.5356,870.1653961344547,6,0.0
15426293,30,4988.438182893394,169.3777,5.614992526916019,-1.0,0.816866,-1.0,32.3188,0.0,27.69164,-8.1598,354.83251371330437,15,0.0
884756092,9,2828.8722339510587,0.0,-1.0,-1.0,0.635535,-1.0,17.6352,0.0,22.26787,-8.5842,-1.0,6,9.0344
345506745,10,39090.92780090118,604.1763,57.25223247836999,-1.0,0.025129,-1.0,0.0,1136.01997921452,56.38404,14.2468,-1.0,12,46.1526
361599927,1,37715.796634320934,2.2413,53.95896707836322,88.09961791741709,0.015871,-1.0,0.0,3136.4268063265645,80.36627,6.976,611.2119040247832,29,0.0
28508813,29,-1.0,74.0236,-1.0,424.33487830568566,0.014168,1.20340527,83.5751,0.0,88.32555,-7.5319,-1.0,29,473.13658
31442688,30,-1.0,10.8112,-1.0,-1.0,0.218133,-1.0,0.0,0.0,100.14165,0.9555,-1.0,31,249.97696
583853117,28,885.3919196719246,1.6866,-1.0,99.00344256803623,0.0,-1.0,10.5029,0.0,0.0,7.0411,-1.0,6,0.0
872567666,6,-1.0,13.7318,-0.4453513975591925,783.6391254043824,0.250685,1.20479576,14.909,337.03152853156195,0.0,13.3931,-1.0,6,2.88614
749847681,19,10416.768524738147,20.9814,-1.0,-1.0,0.813868,-1.0,0.0,4779.142711046803,86.29085,51.4527,160.0997661216799,32,0.0
467753513,22,-1.0,0.0,6.664892118314384,1127.2798573754708,0.030397,0.76136841,0.0,560.2369253105481,0.0,11.5489,-1.0,18,678.84779
336289061,6,26225.635424649976,13.2481,-1.0,-1.0,0.637601,-1.0,0.0,0.0,4.07321,25.9673,-1.0,49,3.74396
140071931,17,-1.0,6.3483,2.122754362096302,391.7391493094833,0.0,-1.0,74.6103,0.0,376.48882,8.4206,149.47350770466872,6,29.63371
979456776,17,-1.0,0.3746,7.308685143999085,-1.0,0.773057,74.58681236,0.0,4989.313551457581,0.0,-4.9215,-1.0,110,476.96966
189996824,19,28842.805155649374,427.5894,-1.0,-1.0,0.912493,-1.0,0.0,94.49173347979729,19.23846,-0.2853,67.92496800760759,11,18.58972
384546068,21,156.52685430303814,0.0,-1.0,511.2964287049989,0.686903,3.83033111,8.5722,160.27962312159474,6.97235,101.3341,897.2661684375264,6,37.00112
434022595,30,-1.0,5.0752,14.644569318586255,-1.0,0.665285,-1.0,914.3421,7064.292457187981,257.79969,-6.1644,-1.0,75,0.0
442980825,24,-1.0,119.7918,-1.0,-1.0,0.011169,8.00547882,347.8628,561.9480640390457,113.79881,1.3312,-1.0,6,129.38446
393207682,16,24962.78989721415,217.9218,-1.0,7.983078040674316,1.0,8.99138789,0.0,0.0,521.94631,17.0706,552.6513806314935,78,533.12065
440787849,29,27959.298329273708,0.0,78.19495407753449,-1.0,0.63216,-1.0,0.0,7113.30587011546,0.0,-2.7653,675.2156994749683,15,0.0
882504874,5,-1.0,10.2901,1.0756360391643744,-1.0,0.0,-1.0,0.0,608.2200844275939,0.0,160.4278,-1.0,6,114.70972
268653674,30,-1.0,0.0,-1.0,-1.0,0.109549,-1.0,0.0,0.0,118.88902,10.437,405.0803820523796,10,1078.75962
949916040,12,676.5651821994513,2.0405,116.02179039874098,-1.0,0.017274,-1.0,163.0392,0.0,50.29026,-8.5733,-1.0,13,26.70071
342587201,26,-1.0,14.1376,18.892788947258158,730.3588325000416,0.035262,-1.0,21.7886,0.0,28.77545,-8.56,308.8150591243879,36,0.0
787243206,4,7884.692076362412,0.0,201.09859793462755,326.97544956442187,0.52453,5.58657244,3.0121,292.6549929323291,70.33033,-8.95,-1.0,32,34.04608
81972477,30,39498.56452758705,0.0,-1.0,210.0412185796114,0.00208,3.48943256,350.0072,1907.6395656465293,29.20025,-5.4542,-1.0,7,11.20309
320417030,15,-1.0,0.0,-1.0,-1.0,0.0,-0.89909137,0.0,0.0,24.52438,155.5069,-1.0,6,49.85079
960510238,30,-1.0,0.814,-1.0,261.1365779529107,0.039813,5.69286693,0.0,4547.317951175639,0.0,14.6904,-1.0,45,30.42897
131378997,20,31238.867317581124,625.1853,37.682800597497746,591.4906080687244,0.719612,123.16491688,940.0376,4851.800859015746,714.75403,5.616,-1.0,49,16.20274
536503846,30,-1.0,64.3431,-1.0,316.2500399049044,0.0,-1.0,0.0,7539.4190227578965,24.45377,1.5631,5.526157994216927,6,0.0
746440630,22,-1.0,8.0514,-1.0,-1.0,0.187846,-1.0,253.1805,0.0,301.98268,138.812,449.0745860330194,27,0.0
386217756,1,-1.0,2.4632,-1.0,-1.0,0.648106,1.37205704,0.0,0.0,21.74457,13.0867,-1.0,17,0.0
147500154,7,39885.72166814205,0.2874,9.453358313097668,-1.0,0.855442,-1.0,0.0,229.5932598124491,498.52572,11.3877,528.2438082951861,16,141.13536
930288024,4,43545.62538624243,190.1665,19.129686831546223,80.70626291750786,0.687148,0.69279311,298.8925,15733.303007635874,0.0,19.6291,-1.0,16,533.20594
441429959,5,-1.0,28.709,60.457656030585895,336.68225397454256,0.195094,-1.0,0.0,1255.057278065754,0.0,1.1468,-1.0,74,0.0
254620857,15,6335.654679092777,0.0,-1.0,-1.0,0.030926,-1.0,21.656,0.0,7.96945,-5.3045,-1.0,67,7.13766
965947079,15,20184.285687185224,0.0,75.45960271577876,981.4581132884277,0.0,6.19704836,35.2469,5517.61564200738,8.81383,1.4333,-1.0,14,0.0
845309043,13,11876.97289894434,12.0286,-1.0,-1.0,0.039699,1.75938024,0.0,240.2083681703803,19.36566,8.9111,519.8234720447966,16,567.63089
633728589,15,-1.0,15.3128,5.018706050684775,-1.0,0.892823,-1.0,0.0,0.0,342.5908,6.9917,-1.0,76,1105.55474
446657009,30,-1.0,6.2075,15.217632655758823,1270.262485271634,0.005585,5.41370561,0.0,452.5665981785634,106.91088,20.528,-1.0,39,30.73407
421278033,19,-1.0,2.2856,-1.0,-1.0,0.47287,-1.0,0.0,0.0,287.18506,83.1182,-1.0,12,565.35404
945830566,2,-1.0,5.0791,-1.0,-1.0,0.0,-1.0,0.0,2772.3583840945776,0.0,13.553,-1.0,108,0.0
936929233,12,-1.0,72.8976,8.922428773542743,-1.0,0.750654,-1.0,66.3189,9136.450368612233,22.55681,9.7361,558.6663168062455,6,53.04004
48812225,11,9988.65298403672,110.2441,-1.0,927.4700494851174,0.035393,7.79535824,0.0,6850.357315670874,77.49897,-1.5361,-1.0,6,52.78894
21535244,5,-1.0,0.0,-1.0,-1.0,0.66953,-1.0,0.0,6941.343825949848,185.11255,-5.0994,656.2611142590246,6,66.23786
655224697,7,-1.0,480.4374,-1.0,-1.0,0.0,5.45053888,508.7496,0.0,17.39227,11.5298,-1.0,6,0.0
672831846,18,-1.0,64.2992,-1.0,-1.0,0.019063,-1.0,24.044,6190.410591070095,96.77715,-11.2362,825.1569253451935,19,198.28831
951379007,1,12717.425804258213,0.0,3.939750229480162,-1.0,0.011728,-1.0,1061.211,495.8389892850598,21.045,-15.9771,923.9718851305282,72,39.74578
760046486,26,-1.0,0.0,-1.0,-1.0,0.0,-1.0,348.7427,7987.914407507838,111.76526,4.6934,-1.0,16,11.40645
534050019,24,-1.0,0.0,17.633007482555758,1120.0224529178026,0.718181,1.58243654,7.1534,972.0404027335208,73.26428,33.3664,958.0814729662652,36,530.37544
160958538,13,-1.0,13.3833,-1.0,-1.0,0.881065,8.82398533,0.0,200.2488878281588,482.91561,-4.0173,427.2166150976191,12,687.67824
233974944,24,31913.986402287723,9.4666,6.5161360498589875,753.525603644715,0.004783,3.66559298,213.9819,14905.768595352469,24.34226,14.3006,-1.0,56,150.60741
410150800,1,-1.0,43.829,-1.0,-1.0,0.412945,-1.0,10.3577,1691.8863368901734,115.69456,2.6014,821.0613524211965,6,0.0
622185169,9,14646.77978661134,14.5564,-1.0,215.19685845336903,0.026632,-1.0,11.3975,0.0,4.92693,0.5451,121.82462322136291,6,0.0
526358149,15,-1.0,4.162,4.765908326575756,1262.522944606073,0.023388,-1.0,0.0,0.0,132.64429,-2.6665,304.61453514978905,6,464.52408
675301971,1,-1.0,9.6947,-1.0,-1.0,0.018929,1.17840532,13.5038,315.4985404079986,99.61584,-7.2654,906.7482831207963,11,101.78973
512440195,16,-1.0,9.9329,18.08121348030858,-1.0,0.0,1.41189714,0.0,0.0,7.57328,9.1511,559.9844098150724,116,0.0
190279006,30,-1.0,8.5482,-1.0,497.58474390908094,0.841329,2.16942111,0.0,12907.729212618033,6.41596,-5.1338,-1.0,11,450.36522
781477336,7,3602.729615834214,0.0,6.807867843189179,-1.0,0.652446,-1.0,0.0,7955.733395070431,2.61545,-6.3472,126.60506379930058,42,717.14378
675533456,8,33935.025987668116,0.0,3.0930063516744912,-1.0,0.019745,-1.0,753.8433,4865.51983758764,29.04854,2.4889,-1.0,6,46.10981
457827729,30,-1.0,0.0,10.86828348473283,212.5500055827553,0.0,-1.0,9.2215,3444.5351736516295,0.0,1.5454,245.5055716042322,6,24.97793
91818830,14,14350.638053006029,620.0706,83.2263103320754,-1.0,0.749874,0.53478337,100.115,1314.5907753922547,69.78093,67.1743,-1.0,15,5.25022
279127615,30,-1.0,0.0,14.7670013355219,862.5253455908743,0.990144,1.89399038,0.0,0.0,0.3305,13.1937,-1.0,88,125.5469
548214538,25,-1.0,15.4595,-1.0,190.47362536444462,0.0,0.2312276,0.0,17940.37761989113,303.0628,15.6732,258.41267163716293,15,0.0
345508090,9,-1.0,61.9388,66.235895258722,561.1006386855499,0.002624,779.02007533,0.0,19822.12796317811,0.0,15.9095,495.9101624265268,201,288.75535
117291487,16,19553.07371094332,0.0,30.10559518316218,-1.0,0.999208,-1.0,0.0,727.6973909779504,16.63053,-2.0543,-1.0,36,80.50836
131642008,21,-1.0,54.1136,168.4625563012909,517.1994834929483,0.306331,-1.0,4.8936,20026.98522646365,146.92534,18.8141,-1.0,6,0.0
864507569,6,10657.97193863417,0.0,1.8727606170395008,-1.0,0.0,3.54005698,0.5107,30.769535088442787,2.64952,1.7671,209.7333428427006,15,622.17141
170224327,30,14659.053331368395,5.7744,29.907368129976643,-1.0,0.655674,5.28748511,0.0,0.0,0.0,-1.0604,-1.0,6,0.20623
674014643,24,-1.0,82.5049,-0.2259572821342819,484.8686496240699,0.56833,2.55228578,28.2569,0.0,106.61698,-10.907,-1.0,19,97.12934
152846849,30,36527.48339647989,0.0,9.076061024544883,117.9531577451585,0.118654,-1.0,8.3254,0.0,1.67511,10.6635,-1.0,6,13.20611
41872580,23,-1.0,193.45,2.6044279254011333,907.2161770753063,0.019614,-0.40991543,0.0,611.4435179827137,321.81474,17.1408,-1.0,50,284.16382
778201139,1,-1.0,3.341,22.906646133639022,105.90790924192225,0.878273,0.234932,0.0,14888.172783040925,5.44694,4.3112,-1.0,13,468.28094
98436570,22,4782.212364055212,0.0,-0.11265130588157501,-1.0,0.016041,-1.0,0.0,13853.990437512657,2.60721,15.6151,236.42230636968577,16,209.63834
5407507,29,35760.87173757021,217.9356,-1.0,724.8940505360397,0.027206,-1.0,0.0,323.7249618076728,0.0,-5.2972,-1.0,22,447.27104
562390828,24,-1.0,17.2227,110.01851507526658,-1.0,0.0,-1.0,0.0,2470.03584199138,25.61943,3.3945,-1.0,15,0.0
190472670,9,7050.545422734702,5.8946,-1.0,540.5356611636821,0.753227,-1.0,19.1255,279.4460101583212,230.70083,13.5174,-1.0,18,0.0
691910195,19,-1.0,0.0,2.1005462939099795,520.9975019939664,0.0,-1.0,18.0593,0.0,336.58383,0.4891,-1.0,75,8.52549
650531385,1,-1.0,0.0,0.6338844495218439,-1.0,0.239382,-1.0,0.0,196.35763135600598,132.45218,4.443,-1.0,128,18.62524
634058154,3,-1.0,0.0,-1.0,-1.0,0.921882,-1.0,0.0,0.0,27.87946,10.6292,-1.0,26,24.15646
776500824,20,-1.0,0.0,-1.0,-1.0,0.876567,-1.0,0.0,0.0,1161.43478,-0.1838,-1.0,88,17.20973
351321472,7,29902.440746596105,0.0,10.23080093829678,-1.0,0.854364,2.22541705,20.4193,29531.927564913094,0.0,-3.5632,489.7898497239406,6,0.0
648060829,11,-1.0,0.0,-1.0,130.7506158997718,0.005723,-1.0,0.0,545.3695098264172,20.06644,-1.4987,273.8207622972253,20,0.0
141225579,18,-1.0,15.1243,3.2925795203104204,-1.0,0.51089,-1.0,0.0,1107.7196272968504,20.05834,10.8369,580.0705517299724,11,0.0
835819313,14,14075.873875621695,52.5944,-1.0,-1.0,0.0,7.90042842,0.0,8682.659884614779,2.52809,14.9314,181.9130708118113,61,0.0
614365493,30,-1.0,0.0551,-0.6817443531401657,-1.0,0.014383,1.10053561,17.8004,40797.347750732646,84.85082,-5.6987,-1.0,194,6.63575
377861937,24,-1.0,4.7979,-1.0,864.4061461218134,0.460192,-1.0,90.4602,6392.803382528342,95.90529,93.5284,-1.0,6,18.57154
673172719,1,33045.428715831724,0.0,9.332782551796985,-1.0,0.0,-1.0,0.0,0.0,7.54543,15.5855,301.68218152210903,50,0.0
855219501,30,38562.300607215395,2.2114,0.35202246395984327,-1.0,0.041555,-1.0,0.0,376.98937246441614,80.22522,-3.2981,-1.0,92,0.0
763670706,15,-1.0,0.0,-1.0,-1.0,0.947547,-1.0,0.0,370.3808923295791,268.3557,3.6027,404.8800886453356,89,0.49209
298583839,15,-1.0,9.4948,-1.0,-1.0,0.907525,-1.0,0.7602,37.00061547193766,8.76557,9.5017,356.575516651325,6,167.44289
367681628,13,-1.0,9.4391,-1.0,-1.0,0.263371,-1.0,0.0,10270.900744595678,156.42442,11.2764,-1.0,6,509.9438
220994500,16,-1.0,6.1024,8.70034295420326,122.50451407100901,0.023973,-0.31261046,0.0,6098.183122920294,322.15301,3.2564,-1.0,15,1479.22296
272230300,7,-1.0,10.6629,6.382333536840324,-1.0,0.002565,-0.25392439,113.6451,3632.6522042334227,875.04091,156.8125,-1.0,17,50.29583
928859582,17,4087.9394151822653,164.2591,-1.0,-1.0,0.0,1.99099262,644.8482,0.0,0.0,0.676,-1.0,106,25.38395
228990519,19,16608.556434505375,0.0,3.286493482921233,-1.0,0.0,1.80654196,0.0,0.0,15.31064,11.8291,-1.0,11,132.81649
852193403,12,20486.58426816678,38.9324,-1.0,778.2770523517586,0.0,2.1352368,0.0,27.167721364135048,26.00327,19.1258,-1.0,6,8.94074
961780197,22,-1.0,0.0,-1.0,-1.0,0.771602,-1.0,0.0,8505.149801904952,28.4952,106.7816,-1.0,30,44.29174
585710902,15,25456.40011796196,7.8564,-1.0,774.6078712593453,0.01759,7.42535288,15.9076,910.1483216140084,0.0,16.1106,-1.0,6,18.72147
15255706,18,-1.0,143.191,7.613431101980369,175.2231119753834,0.143052,-1.0,0.0,0.0,0.0,5.5359,-1.0,11,223.80503
276027566,15,16658.356326914825,9.2298,7.147864359898092,675.9120533697724,1.0,-1.0,23.9683,0.0,29.79639,-13.5865,668.7174566209071,9,28.18658
312487759,1,-1.0,0.0,-1.0,-1.0,0.173546,1.39312712,0.0,6181.4345593155995,15.79114,18.9799,635.7387872682781,86,11.99512
105758559,21,-1.0,152.3289,13.246117247036352,-1.0,0.013708,-1.0,0.0,770.506302229915,24.45657,-2.9483,-1.0,6,295.30612
477296692,15,21680.368715000557,152.0128,33.236499324867026,34.50007448867185,0.353856,1.59090517,0.0,18588.899536863948,76.51933,11.3986,-1.0,14,23.92778
371295506,7,-1.0,1.2443,81.60286760929397,1368.5004903730123,0.018983,6.40028496,0.0,4985.358505754548,0.0,-6.1453,-1.0,12,170.9898
372550394,5,16981.250311321754,7.0492,-1.0,616.0269366612954,0.810294,7.55686699,0.0,325.2357670695557,73.85728,-3.9746,-1.0,20,170.55864
216879603,23,2395.217441596371,10.5596,3.2414190307449022,1267.4212932415958,0.0,5.06256704,1.4385,103.06912091035713,126.13437,19.2889,-1.0,17,52.57057
861681605,30,-1.0,3.7791,-1.0,401.85331459087394,0.005807,-1.0,444.3862,10722.990338325028,241.66267,-12.6988,-1.0,6,590.46207
319343915,14,-1.0,201.6708,9.121599944830384,1427.5293234288529,0.012919,1.15999642,160.427,0.0,18.90286,-10.3598,-1.0,266,1422.14716
249316040,26,-1.0,7.9071,8.151949839983267,301.5542719673244,0.678179,5.43254519,4.6182,5012.746423602826,24.2881,-13.7156,272.0387750078071,18,41.62651
975443271,30,8889.427953364691,8.7201,-1.0,-1.0,0.315931,-1.0,731.1287,5056.1607767815185,8.76777,104.3087,-1.0,278,3.39766
609969480,30,11365.962287869086,3.669,-1.0,-1.0,0.0,-1.0,0.0,14697.914319048064,94.87056,5.1964,-1.0,6,0.0
326442023,9,9648.50608332403,6.055,-1.0,-1.0,0.507697,-1.0,0.0,9746.38769320688,14.14683,5.1281,421.3043962180001,20,266.88603
644085061,1,-1.0,14.1579,7.185093203787002,760.8046239057885,0.023016,2.71640835,0.0,1047.6706096620082,1323.12227,2.2242,116.75453901762548,6,12.4235
702512821,23,5375.208879742376,1.4414,0.8290547884628701,889.4470841375085,0.0,-1.0,383.878,1935.7865288705061,0.0,-13.4035,702.5062346235879,6,101.83987
606834986,16,37984.31671530049,13.0441,-1.0,-1.0,0.021215,-0.779732,0.0,2511.9901103639913,137.28021,7.0586,-1.0,21,0.0
557492099,27,-1.0,9.6158,-1.0,1214.8635728719591,0.451981,-1.0,7.7019,0.0,355.70518,15.8437,-1.0,29,18.1863
576990152,30,-1.0,13.0659,18.090721056548812,921.0337747952157,0.777896,3.05563584,0.0,0.0,369.13926,19.0687,-1.0,92,0.0
23971539,1,-1.0,2.4821,-1.0,-1.0,0.029047,-1.0,0.0,488.7020625640963,0.0,1.5077,793.5775087834277,6,381.56824
560883609,27,22217.904574980184,13.2964,10.35586500398708,-1.0,0.017704,0.10854876,7.3032,30360.013196072803,153.94271,6.5195,-1.0,115,204.44415
